TIMESTAMP;ACTIVITY;ANOMALY
04-16-2009 12:00;0;0
04-16-2009 12:01;337;0
04-16-2009 12:02;438;0
04-16-2009 12:03;410;0
04-16-2009 12:04;708;0
04-16-2009 12:05;1070;0
04-16-2009 12:06;1512;1
04-16-2009 12:07;1291;1
04-16-2009 12:08;885;0
04-16-2009 12:09;125;0
04-16-2009 12:10;0;0
04-16-2009 12:11;438;0
04-16-2009 12:12;424;0
04-16-2009 12:13;296;0
04-16-2009 12:14;112;0
04-16-2009 12:15;831;0
04-16-2009 12:16;397;0
04-16-2009 12:17;95;0
04-16-2009 12:18;548;0
04-16-2009 12:19;129;0
04-16-2009 12:20;664;0
04-16-2009 12:21;0;0
04-16-2009 12:22;438;0
04-16-2009 12:23;548;0
04-16-2009 12:24;360;0
04-16-2009 12:25;731;0
04-16-2009 12:26;267;0
04-16-2009 12:27;250;0
04-16-2009 12:28;41;0
04-16-2009 12:29;108;0
04-16-2009 12:30;337;0
04-16-2009 12:31;63;0
04-16-2009 12:32;731;0
04-16-2009 12:33;250;0
04-16-2009 12:34;138;0
04-16-2009 12:35;286;0
04-16-2009 12:36;498;0
04-16-2009 12:37;149;0
04-16-2009 12:38;11;0
04-16-2009 12:39;4;0
04-16-2009 12:40;410;0
04-16-2009 12:41;913;0
04-16-2009 12:42;337;0
04-16-2009 12:43;161;0
04-16-2009 12:44;26;0
04-16-2009 12:45;452;0
04-16-2009 12:46;858;0
04-16-2009 12:47;585;0
04-16-2009 12:48;1465;1
04-16-2009 12:49;498;0
04-16-2009 12:50;85;0
04-16-2009 12:51;155;0
04-16-2009 12:52;95;0
04-16-2009 12:53;121;0
04-16-2009 12:54;286;0
04-16-2009 12:55;60;0
04-16-2009 12:56;198;0
04-16-2009 12:57;384;0
04-16-2009 12:58;326;0
04-16-2009 12:59;326;0
04-16-2009 13:00;85;0
04-16-2009 13:01;267;0
04-16-2009 13:02;80;0
04-16-2009 13:03;54;0
04-16-2009 13:04;178;0
04-16-2009 13:05;296;0
04-16-2009 13:06;276;0
04-16-2009 13:07;205;0
04-16-2009 13:08;117;0
04-16-2009 13:09;198;0
04-16-2009 13:10;337;0
04-16-2009 13:11;286;0
