TIMESTAMP;ACTIVITY;ANOMALY
03-09-2010 14:00;0;0
03-09-2010 14:01;62;0
03-09-2010 14:02;240;0
03-09-2010 14:03;438;0
03-09-2010 14:04;384;0
03-09-2010 14:05;9;0
03-09-2010 14:06;36;0
03-09-2010 14:07;195;0
03-09-2010 14:08;209;0
03-09-2010 14:09;396;0
03-09-2010 14:10;782;0
03-09-2010 14:11;567;0
03-09-2010 14:12;979;1
03-09-2010 14:13;258;0
03-09-2010 14:14;304;0
03-09-2010 14:15;567;0
03-09-2010 14:16;834;0
03-09-2010 14:17;1010;1
03-09-2010 14:18;498;0
03-09-2010 14:19;834;0
03-09-2010 14:20;348;0
03-09-2010 14:21;152;0
03-09-2010 14:22;348;0
03-09-2010 14:23;240;0
03-09-2010 14:24;62;0
03-09-2010 14:25;195;0
03-09-2010 14:26;59;0
03-09-2010 14:27;97;0
03-09-2010 14:28;126;0
03-09-2010 14:29;142;0
03-09-2010 14:30;240;0
03-09-2010 14:31;47;0
03-09-2010 14:32;315;0
03-09-2010 14:33;889;1
03-09-2010 14:34;202;0
03-09-2010 14:35;451;0
03-09-2010 14:36;1043;1
03-09-2010 14:37;325;0
03-09-2010 14:38;1221;1
03-09-2010 14:39;645;0
03-09-2010 14:40;62;0
03-09-2010 14:41;348;0
03-09-2010 14:42;195;0
03-09-2010 14:43;195;0
03-09-2010 14:44;19;0
03-09-2010 14:45;451;0
03-09-2010 14:46;275;0
03-09-2010 14:47;711;0
03-09-2010 14:48;605;0
03-09-2010 14:49;567;0
03-09-2010 14:50;384;0
03-09-2010 14:51;384;0
03-09-2010 14:52;223;0
03-09-2010 14:53;348;0
03-09-2010 14:54;100;0
03-09-2010 14:55;216;0
03-09-2010 14:56;142;0
03-09-2010 14:57;348;0
03-09-2010 14:58;147;0
03-09-2010 14:59;688;0
03-09-2010 15:00;275;0
03-09-2010 15:01;157;0
03-09-2010 15:02;182;0
03-09-2010 15:03;266;0
03-09-2010 15:04;586;0
03-09-2010 15:05;1110;1
03-09-2010 15:06;861;0
03-09-2010 15:07;157;0
03-09-2010 15:08;163;0
03-09-2010 15:09;258;0
03-09-2010 15:10;202;0
03-09-2010 15:11;189;0
03-09-2010 15:12;152;0
03-09-2010 15:13;131;0
03-09-2010 15:14;396;0
03-09-2010 15:15;76;0
03-09-2010 15:16;266;0
03-09-2010 15:17;111;0
03-09-2010 15:18;304;0
03-09-2010 15:19;498;0
03-09-2010 15:20;249;0
03-09-2010 15:21;372;0
03-09-2010 15:22;189;0
03-09-2010 15:23;126;0
03-09-2010 15:24;48;0
03-09-2010 15:25;3;0
03-09-2010 15:26;384;0
03-09-2010 15:27;605;0
03-09-2010 15:28;43;0
03-09-2010 15:29;688;0
03-09-2010 15:30;586;0
03-09-2010 15:31;666;0
03-09-2010 15:32;498;0
03-09-2010 15:33;372;0
03-09-2010 15:34;232;0
03-09-2010 15:35;424;0
03-09-2010 15:36;410;0
03-09-2010 15:37;360;0
03-09-2010 15:38;467;0
03-09-2010 15:39;467;0
03-09-2010 15:40;550;0
03-09-2010 15:41;467;0
03-09-2010 15:42;550;0
03-09-2010 15:43;131;0
03-09-2010 15:44;275;0
03-09-2010 15:45;284;0
03-09-2010 15:46;360;0
03-09-2010 15:47;711;0
03-09-2010 15:48;1386;1
03-09-2010 15:49;424;0
03-09-2010 15:50;782;0
03-09-2010 15:51;284;0
03-09-2010 15:52;438;0
03-09-2010 15:53;586;0
03-09-2010 15:54;550;0
03-09-2010 15:55;163;0
03-09-2010 15:56;86;0
03-09-2010 15:57;69;0
03-09-2010 15:58;249;0
03-09-2010 15:59;645;0
03-09-2010 16:00;550;0
03-09-2010 16:01;131;0
03-09-2010 16:02;515;0
03-09-2010 16:03;889;1
03-09-2010 16:04;182;0
03-09-2010 16:05;43;0
03-09-2010 16:06;69;0
03-09-2010 16:07;168;0
03-09-2010 16:08;232;0
03-09-2010 16:09;1076;1
03-09-2010 16:10;861;0
03-09-2010 16:11;1301;1
03-09-2010 16:12;567;0
03-09-2010 16:13;348;0
03-09-2010 16:14;360;0
03-09-2010 16:15;104;0
03-09-2010 16:16;175;0
03-09-2010 16:17;711;0
03-09-2010 16:18;2150;1
